Label,Mean,NormIntensity,Area,X,Y,Experiment
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808065,149.966,0.1543604668518687,0.061,51.137,27.988,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808070,168.481,0.1734180135208626,0.057,53.848,28.83,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808071,157.585,0.162202727077149,0.068,52.725,28.835,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808068,182.72,0.18807426018679863,0.079,51.184,28.603,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808069,163.722,0.16851956012643962,0.057,48.385,28.641,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808090,300.25,0.30904825208562986,0.084,53.52,32.715,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808091,231.175,0.23794914130190004,0.084,51.02,32.748,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808088,325.65,0.33519255051352326,0.084,54.753,32.261,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808089,184.286,0.18968614882215615,0.074,56.014,32.483,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808094,170.548,0.17554558300316403,0.077,54.721,32.923,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808095,193.945,0.19962818734636964,0.077,58.687,32.948,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808092,215.987,0.22231608600572503,0.081,48.524,32.915,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808093,220.615,0.22707970069565775,0.082,50.893,32.946,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808082,197.859,0.20365687963167575,0.082,54.724,30.9,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808083,164.0,0.16880570638482364,0.062,55.172,30.883,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808080,144.28,0.14850784949513632,0.026,52.556,30.608,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808081,699.062,0.7195466751023634,0.084,50.599,30.865,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808086,328.75,0.33838339008543156,0.084,54.753,31.482,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808087,235.103,0.2419922438304341,0.082,54.56,32.005,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808084,230.026,0.23676647205411855,0.082,51.051,31.057,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808085,142.548,0.14672509654721855,0.033,52.251,31.165,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808106,137.111,0.14112877565932655,0.009,58.887,35.707,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808107,190.0,0.19556758666534446,0.073,47.918,35.846,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808104,197.377,0.2031607555433984,0.073,47.708,35.344,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808105,174.507,0.1796205939274172,0.071,57.914,35.519,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808110,486.538,0.5007950656893861,0.084,48.359,36.026,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808111,334.613,0.34441819408868896,0.084,52.351,36.156,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808108,204.769,0.210769363967768,0.082,57.84,35.931,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808109,170.906,0.17591407350856506,0.067,56.082,35.991,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808098,139.905,0.14400464848639483,0.022,53.777,33.491,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808099,214.125,0.22039952365640464,0.084,50.242,33.722,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808096,191.551,0.1971640357543863,0.082,54.848,33.199,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808097,143.389,0.14759074044398462,0.019,55.368,33.341,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808102,390.688,0.4021363647321584,0.084,52.708,34.046,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808103,158.762,0.1634142168113864,0.044,57.132,34.487,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808100,186.459,0.19192282443175507,0.078,54.18,33.914,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808101,183.364,0.1887371313752854,0.081,49.428,34.008,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808122,170.164,0.17515033061748247,0.064,56.281,37.282,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808123,141.88,0.1460375220846267,0.026,49.507,37.666,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808120,241.57,0.24864874689866978,0.083,53.064,36.901,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808121,183.676,0.18905827393865163,0.075,58.907,37.211,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808126,134.7,0.1386471259148521,0.011,54.191,38.298,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808127,151.039,0.155464909064984,0.054,55.831,38.428,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808124,210.597,0.21676814236295552,0.081,52.776,37.654,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808125,174.618,0.17973484657015326,0.072,50.711,38.21,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808114,156.104,0.16067832920424702,0.051,58.447,36.297,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808115,257.812,0.2653666876492936,0.084,52.027,36.675,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808112,342.938,0.35298714229389416,0.084,52.87,36.221,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808113,178.519,0.1837501579153191,0.083,58.681,36.222,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808118,230.137,0.23688072469685462,0.084,51.475,36.805,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808119,335.165,0.34498636939310623,0.083,58.876,36.774,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808116,163.093,0.16787212848426852,0.057,55.38,36.734,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID46808117,150.805,0.15522405214245932,0.043,49.472,36.736,Exp97_C5
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610912,271.24,0.1931863284460617,0.026,33.958,55.887,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610901,266.72,0.1899670311279073,0.026,40.06,52.631,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610900,421.792,0.30041456956172113,0.076,32.299,52.583,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610903,451.987,0.3219204727744805,0.079,33.402,53.04,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610902,462.95,0.3297286932388448,0.084,35.052,52.676,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610897,336.953,0.23998935602745103,0.067,33.004,52.183,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610896,523.688,0.3729883570685045,0.084,36.448,51.832,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610899,279.8,0.19928305080079659,0.032,36.452,52.347,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610898,446.076,0.3177104580736817,0.083,39.76,52.223,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610909,286.31,0.20391969361964282,0.044,31.823,54.231,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610908,416.74,0.2968163637981557,0.077,35.541,53.683,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610911,444.347,0.3164790056260956,0.076,33.282,55.824,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610910,278.321,0.19822965683319696,0.029,32.233,54.771,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610905,313.604,0.22335940623063974,0.051,35.099,53.123,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610904,269.395,0.19187225686376191,0.045,35.85,53.1,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610907,418.924,0.29837188267931697,0.083,33.139,53.356,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610906,375.324,0.2673184837696861,0.072,32.925,53.257,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610885,278.043,0.19803165580345203,0.024,43.414,49.861,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610884,323.968,0.23074099857695662,0.065,33.612,49.802,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610887,303.385,0.216081087802715,0.055,42.213,50.763,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610886,272.273,0.19392206608536558,0.023,33.9,50.481,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610881,436.918,0.3111878198348193,0.077,32.332,48.845,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610880,305.682,0.21771708911683024,0.046,32.747,48.631,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610883,422.887,0.30119446570406166,0.084,33.462,49.528,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610882,264.962,0.1887149238966428,0.027,39.15,49.39,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610893,320.436,0.22822538837170853,0.058,37.994,51.099,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610892,426.195,0.30355053551124195,0.081,33.46,51.091,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610895,546.9,0.3895207308182832,0.084,36.545,51.442,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610894,310.946,0.22146628847142422,0.039,37.462,51.395,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610889,386.486,0.2752684387841196,0.078,37.718,50.859,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610888,285.839,0.20358423144334842,0.033,42.581,50.765,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610891,284.115,0.2023563401653621,0.027,35.685,51.02,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610890,301.302,0.21459750454746823,0.045,34.112,50.9,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610869,430.092,0.30632611109727015,0.08,32.171,47.486,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610868,404.481,0.2880850881735418,0.083,32.746,47.449,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610871,494.855,0.35245251645471115,0.08,44.655,47.579,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610870,711.225,0.5065585697133543,0.084,36.253,47.548,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610865,317.736,0.22630235678785524,0.056,36.806,47.339,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610864,407.932,0.2905430074312743,0.078,32.302,47.295,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610867,307.793,0.2192206149218355,0.061,35.568,47.356,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610866,306.75,0.2184777549433322,0.038,44.046,47.341,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610877,351.646,0.2504542090132127,0.051,32.407,48.489,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610876,403.372,0.2872952207563221,0.082,36.354,48.069,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610879,505.128,0.35976929551431297,0.082,43.682,48.584,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610878,309.073,0.22013227433936594,0.043,42.392,48.547,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610873,291.404,0.20754781320784604,0.05,41.103,47.688,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610872,286.075,0.20375231864845558,0.042,39.259,47.673,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610875,317.548,0.22616845681090547,0.044,34.236,47.929,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610874,314.489,0.22398973324979166,0.047,43.363,47.873,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610853,389.757,0.27759815593626186,0.074,37.19,46.058,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610852,318.984,0.2271912247199474,0.066,32.985,45.811,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610855,277.83,0.19787994997850358,0.05,41.19,46.222,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610854,298.958,0.2129280282391156,0.051,31.788,46.108,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610849,617.562,0.4398486040694837,0.084,41.9,45.438,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610848,422.969,0.30125286888549724,0.067,36.947,45.411,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610851,295.743,0.21063819618649027,0.037,38.75,45.782,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610850,609.688,0.4342404741838315,0.084,35.669,45.665,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610861,615.641,0.438480402709268,0.082,39.723,47.091,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610860,277.083,0.1973479112403042,0.038,37.624,46.874,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610863,317.962,0.22646332165376296,0.056,40.116,47.249,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610862,286.0,0.20369890110445968,0.035,42.396,47.185,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610857,306.982,0.2186429932127596,0.06,37.402,46.558,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610856,296.709,0.21132621415315778,0.058,34.432,46.27,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610859,462.885,0.3296823980340483,0.082,35.442,46.769,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610858,306.587,0.21836166081438105,0.048,32.214,46.625,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610837,374.461,0.266703825896773,0.08,34.664,44.597,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610836,323.167,0.23017049920708013,0.057,41.475,44.493,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610839,401.853,0.2862133374319246,0.079,37.477,44.755,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610838,397.675,0.28323762411439163,0.084,34.76,44.757,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610833,309.296,0.22029110250351383,0.057,36.32,44.16,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610832,398.337,0.28370912296939566,0.084,33.786,44.205,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610835,394.2,0.28076261124258045,0.074,37.262,44.467,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610834,375.826,0.26767602519749883,0.073,38.419,44.273,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610845,297.162,0.21164885611889314,0.039,36.71,45.04,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610844,278.357,0.19825529725431498,0.029,42.898,44.993,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610847,305.963,0.21791722684833498,0.057,40.841,45.184,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610846,342.165,0.24370151921820787,0.083,39.14,45.209,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610841,399.632,0.2846314658957253,0.08,39.921,44.821,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610840,520.163,0.370477732500696,0.084,33.722,44.821,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610843,276.815,0.19715703254975875,0.028,35.417,45.011,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610842,267.967,0.19085518682607952,0.032,38.349,44.868,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610821,1028.938,0.7328445451210509,0.084,32.261,43.523,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610820,907.075,0.6460495829347125,0.084,37.714,43.458,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610823,422.579,0.3009750976567184,0.08,45.081,43.653,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610822,256.364,0.18259113665295,0.023,41.92,43.548,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610817,564.3,0.4019136010253377,0.084,33.527,43.361,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610816,274.435,0.19546191582028807,0.024,45.971,43.287,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610819,291.796,0.20782700890446473,0.052,39.05,43.4,Exp97_C7
MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C7_Airyscan Processing-1.tif:ID49610818,361.205,0.2572624530539733,0.077,35.828,43.389,Exp97_C7
